train,train_accuracy,val,val_accuracy,lr_w,lr_m
0.46800889921188354,0.8307916666666667,0.4724570392294133,0.8260833333333333,0.001,0.003
0.3907638277212779,0.8568958333333333,0.40183166810806764,0.8513333333333334,0.001,0.003
0.35179420638084413,0.8710833333333333,0.3739151656627655,0.8633333333333333,0.001,0.003
0.3298660561243693,0.8785208333333333,0.35906788611665685,0.8655833333333334,0.001,0.003
0.32232154107093813,0.8810833333333333,0.3483352464564303,0.8733333333333333,0.001,0.003
0.30678684687614444,0.8880416666666666,0.34401447119865014,0.8739166666666667,0.001,0.003
0.2958642894824346,0.8911041666666667,0.3331849454565251,0.8739166666666667,0.001,0.003
0.28132586630185447,0.896875,0.32099636755091077,0.8846666666666667,0.001,0.003
0.2798669437567393,0.8991458333333333,0.3207065802305303,0.8830833333333333,0.001,0.003
0.26497358347972233,0.9038125,0.3059826100126226,0.8866666666666667,0.001,0.003
0.25929971861839296,0.9054375,0.3011911692137414,0.88875,0.001,0.003
0.2541704222758611,0.9068958333333333,0.2998775735180429,0.8893333333333333,0.001,0.003
0.2539650889237722,0.9063541666666667,0.3136984610811193,0.88725,0.001,0.003
0.2444640478293101,0.90975,0.30222622986803666,0.8885,0.001,0.003
0.2465169148047765,0.90925,0.2977938750322829,0.89225,0.001,0.003
0.2345842491587003,0.9147708333333333,0.29726463556289673,0.8915833333333333,0.001,0.003
0.24396075252691904,0.9082916666666667,0.30821817574348853,0.8855,0.001,0.003
0.22552722044785817,0.917625,0.29257531464099884,0.8945,0.001,0.003
0.2255216628909111,0.9170833333333334,0.2936849958719091,0.89225,0.001,0.003
0.21789326552549998,0.919625,0.2916653920361336,0.8939166666666667,0.001,0.003
0.211258959432443,0.9234375,0.2888596663449673,0.8956666666666667,0.001,0.003
0.21589858376979829,0.9214583333333334,0.2911112771389332,0.8925833333333333,0.001,0.003
0.22503347915410996,0.915875,0.2939885740584515,0.8935833333333333,0.001,0.003
0.2093315116564433,0.9240208333333333,0.2903026025345985,0.8976666666666666,0.001,0.003
0.20026547384262086,0.9268541666666666,0.283878356218338,0.8960833333333333,0.001,0.003
0.2014175636569659,0.9270833333333334,0.2839114510632576,0.8986666666666666,0.001,0.003
0.20236323234438897,0.925375,0.2845116232303863,0.8994166666666666,0.001,0.003
0.19170023926099142,0.9297083333333334,0.28029726635902485,0.8994166666666666,0.001,0.003
0.1984935714006424,0.9254583333333334,0.28621407233654184,0.8963333333333333,0.001,0.003
0.19307803213596345,0.9286458333333333,0.28366288415929103,0.8981666666666667,0.001,0.003
0.19889180040359497,0.9257916666666667,0.29655037630111614,0.8978333333333334,0.001,0.003
0.19141336564222972,0.9302708333333334,0.2874610246495998,0.89725,0.001,0.003
0.185956525405248,0.9316458333333333,0.28676990498887733,0.89625,0.001,0.003
0.18214487542708716,0.9325208333333334,0.27967933803162676,0.8973333333333333,0.001,0.003
0.18086230127016703,0.9341458333333333,0.27846536896330243,0.9000833333333333,0.001,0.003
0.18645866285761198,0.9313125,0.29236279554823613,0.8945,0.001,0.003
0.1746787772476673,0.9357708333333333,0.28794089023103103,0.8994166666666666,0.001,0.003
0.17491270422935487,0.93575,0.2800410599150556,0.8986666666666666,0.001,0.003
0.1719138154288133,0.9373958333333333,0.28851473933838784,0.8984166666666666,0.001,0.003
0.17502623609701792,0.9347708333333333,0.27997016145827924,0.9013333333333333,0.001,0.003
0.17795987506707509,0.9344791666666666,0.2900258721189296,0.8978333333333334,0.0005,0.0015
0.1742739150126775,0.9347916666666667,0.2931075869722569,0.89925,0.0005,0.0015
0.16692920293410618,0.9379166666666666,0.29258324205875397,0.8999166666666667,0.0005,0.0015
0.16140916620691617,0.9400625,0.2864013856395762,0.9010833333333333,0.0005,0.0015
0.16514748136202495,0.9382916666666666,0.2867036594989452,0.9015,0.0005,0.0015
0.15919318876663843,0.9408541666666667,0.28884120856193785,0.9019166666666667,0.0005,0.0015
0.15946973035732906,0.9413125,0.2882042235516487,0.8991666666666667,0.00025,0.00075
0.15556713899970054,0.9423541666666667,0.28624668653975144,0.9018333333333334,0.00025,0.00075
0.15641205197572708,0.9431666666666667,0.2949872701726061,0.9006666666666666,0.00025,0.00075
0.1522600734035174,0.9440625,0.28835857215713945,0.901,0.00025,0.00075
